,Day,Time,Meeting_Name,Location,Address,Region,Types
1849,Saturday,Noon,GOOD DAY," 1645 ARLINGTON AVE TORRANCE, CA 90501",1645 Arlington Ave,TORRANCE,"Open, Wheelchair Access"
1850,Saturday,Noon,12 PROMISES," 1655 BERKELEY AVE POMONA, CA 91768",1655 Berkeley Ave,POMONA,Open
1851,Saturday,Noon,ARTISTS LIVING IN SOBRIETY," 1820 N LAS PALMAS AVE HOLLYWOOD, CA 90028",1820 N Las Palmas Ave,HOLLYWOOD,"Child-Friendly, Open, Speaker, Wheelchair Access"
1852,Saturday,Noon,SATURDAY NOON PARTICIPATION," 21044 SHERMAN WAY CANOGA PARK, CA 91303",21044 Sherman Way,CANOGA PARK,Open
1853,Saturday,Noon,NEWCOMER'S SHARING & CARING," 22940 OCEAN AVE TORRANCE, CA 90505",22940 Ocean Ave,TORRANCE,"Open, Wheelchair Access"
1854,Saturday,Noon,DAILY REFLECTIONS OPEN DISCUSION," 24307 RAILROAD AVE NEWHALL, CA 91321",24307 Railroad Ave,NEWHALL,"Big Book, Open"
1855,Saturday,Noon,," 24307 RAILROAD AVE NEWHALL, CA 91321",24307 Railroad Ave,NEWHALL,"Closed, Women"
1856,Saturday,Noon,DROP THE ROCK," 2667 N MOORPARK RD #105 THOUSAND OAKS, CA 91360",2667 N Moorpark Rd #105,THOUSAND OAKS,Closed
1857,Saturday,Noon,SPIRITUAL SEARCH PARTICIPATION," 30128 MORNING VIEW DR MALIBU, CA 90265",30128 Morning View Dr,MALIBU,Open
1858,Saturday,Noon,," 3217 WINONA AVE BURBANK, CA 91504",3217 Winona Ave,BURBANK,"Discussion, Men, Open, Wheelchair Access"
1859,Saturday,Noon,INGLEWOOD RECOVERY," 4112 W SLAUSON BLVD CRENSHAW/LEIMERT PARK, CA 90043",4112 W Slauson Ave,CRENSHAW/LEIMERT PARK,"Open, Wheelchair Access"
1860,Saturday,Noon,1 HOUR MEETING," 5934 TEMPLE CITY BLVD TEMPLE CITY, CA 91780",5934 Temple City Blvd,TEMPLE CITY,Open
1861,Saturday,Noon,SATURDAY NOON," 702 11TH PL HERMOSA BEACH, CA 90254",702 11th Pl,HERMOSA BEACH,Open
1862,Saturday,Noon,NOW IS ALL WE HAVE," 835 E 33RD ST LONG BEACH, CA 90755",835 E 33rd St,LONG BEACH,Open
1863,Saturday,Noon,COMEDY NOON MEETING," 8433 SUNSET BLVD WEST HOLLYWOOD, CA 90069",8433 Sunset Blvd,WEST HOLLYWOOD,"Big Book, Discussion, Open, Speaker"
1864,Saturday,Noon,DISCUSSION," 8728 CORBIN AVE NORTHRIDGE, CA 91324",8728 Corbin Ave,NORTHRIDGE,"Open, Wheelchair Access"
1865,Saturday,Noon,SATURDAY DAYLIGHT," 9604 S FIGUEROA ST LOS ANGELES SOUTH, CA 90003",9604 S Figueroa St,LOS ANGELES SOUTH,"Discussion, Open, Wheelchair Access"
1866,Saturday,12:30 pm,WESTSIDE PARTICIPATION," 11530 W PICO BLVD WEST L A, CA 90064",11530 Pico Blvd,WEST L A,Open
1867,Saturday,12:30 pm,QUESTION & ANSWER," 123 W WINDSOR RD GLENDALE, CA 91204",123 W Windsor Rd,GLENDALE,"Open, Wheelchair Access"
1868,Saturday,12:30 pm,THOSE WITH GRAVE MENTAL & EMOTIONAL DISORDERS," 1249 VINE ST HOLLYWOOD, CA 90038",1249 Vine St,HOLLYWOOD,"Big Book, Open, Wheelchair Access"
1869,Saturday,12:30 pm,WESTSIDE SURVIVORS GROUP," 1343 OCEAN PARK BLVD SANTA MONICA, CA 90405",1343 Ocean Park Blvd,SANTA MONICA,"Discussion, Open, Speaker"
1870,Saturday,12:30 pm,SATURDAY GRATITUDE," 1773 GRIFFITH PARK BLVD SILVERLAKE, CA 90026",1773 Griffith Park Blvd,SILVERLAKE,"LGBTQ, Open"
1871,Saturday,12:30 pm,," 18120 SATICOY ST RESEDA, CA 91335",18120 Saticoy St,RESEDA,"Closed, Discussion, Women"
1872,Saturday,12:30 pm,LONGTIME SPEAKER," 24508 LYONS AVE NEWHALL, CA 91321",24508 Lyons Ave,NEWHALL,"Open, Speaker, Wheelchair Access"
1873,Saturday,12:30 pm,WHAT'S HAPPENING," 2518 W BEVERLY BLVD MONTEBELLO, CA 90640",2518 W Beverly Blvd,MONTEBELLO,Open
1874,Saturday,12:30 pm,AS BILL SEES IT," 3367 GLENDALE BLVD ATWATER, CA 90039",3367 Glendale Blvd,ATWATER,"Big Book, Open"
1875,Saturday,12:30 pm,SURRENDER TO WIN," 4038 W MARTIN LUTHER KING JR BLVD CRENSHAW/LEIMERT PARK, CA 90008",4038 W Martin Luther King Jr Blvd,CRENSHAW/LEIMERT PARK,"Discussion, Open, Wheelchair Access"
1876,Saturday,12:30 pm,DISCUSSION GROUP," 510 S 2ND AVE COVINA, CA 91723",510 S 2nd Ave,COVINA,Open
1877,Saturday,12:30 pm,EPIPHANY," 7929 MELROSE AVE HOLLYWOOD WEST, CA 90046",7929 Melrose Ave,HOLLYWOOD WEST,"Discussion, Open, Speaker"
1878,Saturday,1:00 pm,NOONERS DISCUSSION," 8021 E ROSECRANS AVE PARAMOUNT, CA 90723",8021 Rosecrans Ave,PARAMOUNT,"Open, Wheelchair Access"
1879,Saturday,1:30 pm,9416 BIG BOOK STUDY," 4165 E LIVE OAK ARCADIA, CA 91006",4165 Live Oak Ave,ARCADIA,"Open, Wheelchair Access"
1880,Saturday,2:00 pm,HOW IT WORKS," 11301 WILSHIRE BLVD WEST L A, CA 90073",11301 Wilshire Blvd,WEST L A,"Discussion, Open, Speaker"
1881,Saturday,2:00 pm,ROUND TABLE," 1233 E 4TH ST LONG BEACH, CA 90802",1233 W 4th St,LONG BEACH,"Discussion, Open, Wheelchair Access"
1882,Saturday,2:30 pm,BIG BOOK STUDY," 12130 BIRCH AVE HAWTHORNE, CA 90250",12130 Birch Ave,HAWTHORNE,"Big Book, Open"
1883,Saturday,2:30 pm,GOOD TIMES GROUP SATURDAY," 1249 VINE ST HOLLYWOOD, CA 90038",1249 Vine St,HOLLYWOOD,"Discussion, Newcomer, Open, Speaker"
1884,Saturday,2:30 pm,," 2518 W BEVERLY BLVD MONTEBELLO, CA 90640",2518 W Beverly Blvd,MONTEBELLO,"Closed, Wheelchair Access, Women"
1885,Saturday,3:00 pm,LIVE FROM NEW YORK," 11455 CHANDLER BLVD NORTH HOLLYWOOD, CA 91601",11455 Chandler Blvd,NORTH HOLLYWOOD,Open
1886,Saturday,3:00 pm,," 5934 TEMPLE CITY BLVD TEMPLE CITY, CA 91780",5934 Temple City Blvd,TEMPLE CITY,"Open, Women"
1887,Saturday,3:00 pm,DISCUSSION," 8728 CORBIN AVE NORTHRIDGE, CA 91324",8728 Corbin Ave,NORTHRIDGE,"Discussion, Open, Wheelchair Access"
1888,Saturday,3:30 pm,AFTERNOON BREAK," 12720 WASHINGTON BLVD CULVER WEST, CA 90066",12720 Washington Blvd,CULVER WEST,"Discussion, Open, Speaker, Wheelchair Access"
1889,Saturday,3:30 pm,LAST MEETING EVER," 1525 EUCLID ST SANTA MONICA, CA 90404",1525 Euclid St,SANTA MONICA,Open
1890,Saturday,3:30 pm,HAPPY RETREADS 12&12," 702 11TH PL HERMOSA BEACH, CA 90254",702 11th Pl,HERMOSA BEACH,Open
1891,Saturday,4:30 pm,," 2518 W BEVERLY BLVD MONTEBELLO, CA 90640",2518 W Beverly Blvd,MONTEBELLO,"Closed, Men, Wheelchair Access"
1892,Saturday,4:30 pm,NADEZHDA RUSSIAN SPEAKING," 626 N ROBERTSON BL WEST HOLLYWOOD, CA 90069",626 N Robertson Blvd,WEST HOLLYWOOD,Open
1893,Saturday,5:00 pm,11TH STEP MEDITATION MEETING," 11530 W PICO BLVD WEST L A, CA 90064",11530 Pico Blvd,WEST L A,"Discussion, LGBTQ, Newcomer, Open, Young People"
1894,Saturday,5:00 pm,HAPPY HOUR," 1655 BERKELEY AVE POMONA, CA 91768",1655 Berkeley Ave,POMONA,Open
1895,Saturday,5:00 pm,BEGINNERS Q & A," 185 W ALTADENA DR ALTADENA, CA 91001",185 W Altadena Dr,ALTADENA,"Open, Wheelchair Access"
1896,Saturday,5:00 pm,AGAPE PARTICIPATION," 2560 HUNTINGTON DR SAN MARINO, CA 91108",2560 Huntington Dr,SAN MARINO,"Closed, Discussion"
1897,Saturday,5:00 pm,12&12 STEP STUDY," 30128 MORNING VIEW DR MALIBU, CA 90265",30128 Morning View Dr,MALIBU,"Big Book, Closed, Wheelchair Access"
1898,Saturday,5:00 pm,NEWCOMERS," 4038 W MARTIN LUTHER KING JR BLVD CRENSHAW/LEIMERT PARK, CA 90008",4038 W Martin Luther King Jr Blvd,CRENSHAW/LEIMERT PARK,"Discussion, Newcomer, Open, Wheelchair Access"
1899,Saturday,5:00 pm,," 4808 CRENSHAW BLVD CRENSHAW/LEIMERT PARK, CA 90043",4808 Crenshaw Blvd,CRENSHAW/LEIMERT PARK,"Closed, LGBTQ, Women"
1900,Saturday,5:00 pm,IN THE SOLUTION," 510 S 2ND AVE COVINA, CA 91723",510 S 2nd Ave,COVINA,Open
1901,Saturday,5:00 pm,SECOND WIND," 702 11TH PL HERMOSA BEACH, CA 90254",702 11th Pl,HERMOSA BEACH,Open
1902,Saturday,5:00 pm,," 8021 E ROSECRANS AVE PARAMOUNT, CA 90723",8021 Rosecrans Ave,PARAMOUNT,"Closed, Wheelchair Access, Women"
1903,Saturday,5:00 pm,RAINBOW MEETING," 9015 W SUNSET BL WEST HOLLYWOOD, CA 90069",9015 Sunset Blvd,WEST HOLLYWOOD,"Discussion, Open, Speaker"
1904,Saturday,5:00 pm,FELLOWSHIP OF THE SPIRIT," 958 LINCOLN BLVD SANTA MONICA, CA 90403",958 Lincoln Blvd,SANTA MONICA,Open
1905,Saturday,5:30 pm,PACOIMA PARTICIPATION," 12502 VAN NUYS BLVD #109 PACOIMA/ARLETA, CA 91331",12502 Van Nuys Blvd #109,PACOIMA/ARLETA,Open
1906,Saturday,5:30 pm,STEP BY STEP," 4117 OVERLAND AVE CULVER CITY, CA 90230",4117 Overland Ave,CULVER CITY,"Big Book, Closed, Wheelchair Access"
1907,Saturday,5:30 pm,DISCUSSION," 4165 E LIVE OAK ARCADIA, CA 91006",4165 Live Oak Ave,ARCADIA,"Discussion, Open, Wheelchair Access"
1908,Saturday,5:30 pm,YOU ARE NOT ALONE," 626 N ROBERTSON BL WEST HOLLYWOOD, CA 90069",626 N Robertson Blvd,WEST HOLLYWOOD,"Discussion, LGBTQ, Open, Speaker"
1909,Saturday,6:00 pm,UNIT A PODIUM PARTICIPATION," 10641 BURBANK BLVD NORTH HOLLYWOOD, CA 91601",10641 Burbank Blvd,NORTH HOLLYWOOD,Open
1910,Saturday,6:00 pm,HOW IT WORKS DISCUSION," 11455 CHANDLER BLVD NORTH HOLLYWOOD, CA 91601",11455 Chandler Blvd,NORTH HOLLYWOOD,Open
1911,Saturday,6:00 pm,BEGINNERS WORKSHOP," 123 W WINDSOR RD GLENDALE, CA 91204",123 W Windsor Rd,GLENDALE,"Newcomer, Open, Wheelchair Access"
1912,Saturday,6:00 pm,PARTICIPATION," 12336 PENN ST WHITTIER, CA 90602",12336 Penn St,WHITTIER,"Open, Wheelchair Access"
1913,Saturday,6:00 pm,LIFE AFTER TEN SATURDAY," 1343 OCEAN PARK BLVD SANTA MONICA, CA 90405",1343 Ocean Park Blvd,SANTA MONICA,"Discussion, Open, Speaker, Wheelchair Access"
1914,Saturday,6:00 pm,SATURDAY NIGHT STEP," 1401 OLYMPIC BLVD SANTA MONICA, CA 90404",1401 Olympic Blvd,SANTA MONICA,"Big Book, Closed"
1915,Saturday,6:00 pm,SATURDAY NIGHT," 1773 GRIFFITH PARK BLVD SILVERLAKE, CA 90026",1773 Griffith Park Blvd,SILVERLAKE,"Closed, LGBTQ"
1916,Saturday,6:00 pm,CANDLELIGHT," 21044 SHERMAN WAY CANOGA PARK, CA 91303",21044 Sherman Way,CANOGA PARK,"Discussion, Open"
1917,Saturday,6:00 pm,THEE CROSSTALK MEETING," 23610 CABRILLO AVE TORRANCE, CA 90510",23610 Cabrillo Ave,TORRANCE,"Closed, Discussion"
1918,Saturday,6:00 pm,RAFTERS GUT RAP," 24307 RAILROAD AVE NEWHALL, CA 91321",24307 Railroad Ave,NEWHALL,Closed
1919,Saturday,6:00 pm,BRUNSWICK ORIGINAL GROUP," 2930 HYPERION AVE SILVERLAKE, CA 90027",2930 Hyperion Ave,SILVERLAKE,"Closed, Discussion"
1920,Saturday,6:00 pm,LITERATURE TOPIC," 3217 WINONA AVE BURBANK, CA 91504",3217 Winona Ave,BURBANK,"Discussion, Open, Wheelchair Access"
1921,Saturday,6:00 pm,A A ON THE ROCKS," 346 CATALINA AVE CATALINA ISLAND/AVALON, CA 90704",346 Catalina Ave,CATALINA ISLAND/AVALON,Open
1922,Saturday,6:00 pm,JAMMIN' IN HOLLYWOOD," 4903 FOUNTAIN AVE HOLLYWOOD, CA 90027",4903 Fountain Ave,HOLLYWOOD,"Discussion, Newcomer, Open, Speaker"
1923,Saturday,6:00 pm,SOBRIETY FIRST," 5000 COLFAX AVE NORTH HOLLYWOOD, CA 91601",5000 Colfax Ave,NORTH HOLLYWOOD,Open
1924,Saturday,6:00 pm,OPEN DOOR," 509 W AVE H-8 LANCASTER, CA 93534",509 W Ave H 8,LANCASTER,"Big Book, Discussion, Newcomer, Open, Speaker, Wheelchair Access, Young People"
1925,Saturday,6:00 pm,MIXED BAG," 5750 W OLYMPIC BLVD MIRACLE MILE, CA 90036",5750 W Olympic Blvd,MIRACLE MILE,Open
1926,Saturday,6:00 pm,FROM THE HEART," 621 N ROBERTSON BL WEST HOLLYWOOD, CA 90069",621 N Robertson Blvd,WEST HOLLYWOOD,"Closed, Discussion, LGBTQ, Sign Language, Speaker"
1927,Saturday,6:00 pm,DISCUSSION," 8728 CORBIN AVE NORTHRIDGE, CA 91324",8728 Corbin Ave,NORTHRIDGE,"Discussion, Open, Wheelchair Access"
1928,Saturday,6:15 pm,SUNSET BEGINNERS," 633 KENSINGTON RD SANTA MONICA, CA 90405",633 Kensington Rd,SANTA MONICA,"Open, Wheelchair Access"
1929,Saturday,6:30 pm,EASTSIDE ERLY BRD ATTITUDE ADJ.," 2325 EAST 3RD ST LONG BEACH, CA 90802",2325 E 3rd St,LONG BEACH,"Discussion, Open"
1930,Saturday,6:30 pm,HAPPY ALL THE TIME," 2518 W BEVERLY BLVD MONTEBELLO, CA 90640",2518 W Beverly Blvd,MONTEBELLO,"Open, Speaker, Wheelchair Access"
1931,Saturday,6:30 pm,WHITE FLAG," 2900 E DEL MAR BLVD PASADENA, CA 91107",2900 E Del Mar Blvd,PASADENA,"Big Book, Closed, Wheelchair Access"
1932,Saturday,7:00 pm,SOLUTIONS IN SOBRIETY," 10750 OHIO AVE WESTWOOD, CA 90024",10750 Ohio Ave,WESTWOOD,"Discussion, Open, Speaker, Wheelchair Access"
1933,Saturday,7:00 pm,BEGINNER'S STEP STUDY," 10801 DOWNEY AVE DOWNEY, CA 90241",10801 Downey Ave,DOWNEY,Closed
1934,Saturday,7:00 pm,SATURDAY NIGHT LIVE," 11321 W WASHINGTOM BLVD CULVER WEST, CA 90066",11321 Washington Blvd,CULVER WEST,"Discussion, Open, Speaker"
1935,Saturday,7:00 pm,STEP STUDY," 2439 WILSHIRE BLVD SANTA MONICA, CA 90403",2439 Wilshire Blvd,SANTA MONICA,Open
1936,Saturday,7:00 pm,I HEARD IT THROUGH THE GRAPEVINE," 339 SHELDON ST EL SEGUNDO, CA 90245",339 Sheldon St,EL SEGUNDO,"Discussion, Open, Wheelchair Access"
1937,Saturday,7:00 pm,12&12 BOOK STUDY," 4165 E LIVE OAK ARCADIA, CA 91006",4165 Live Oak Ave,ARCADIA,"Big Book, Open, Wheelchair Access"
1938,Saturday,7:00 pm,INTERVIEW WITH AN ALCOHOLIC," 5056 VAN NUYS BLVD SHERMAN OAKS, CA 91403",5056 Van Nuys Blvd,SHERMAN OAKS,"Open, Speaker, Wheelchair Access"
1939,Saturday,7:00 pm,NEW BEGINNINGS PARTICIPATION," 510 S 2ND AVE COVINA, CA 91723",510 S 2nd Ave,COVINA,Open
1940,Saturday,7:00 pm,GUIDANCE LIFELINE PARTICIPATION," 525 N MARKET ST INGLEWOOD, CA 90302",525 N Market St,INGLEWOOD,"Discussion, Open, Wheelchair Access"
1941,Saturday,7:00 pm,LAVA LAMP MEETING," 695 W SIERRA MADRE BLVD SIERRA MADRE, CA 91024",695 W Sierra Madre Blvd,SIERRA MADRE,"Discussion, Open"
1942,Saturday,7:00 pm,SATURDAY NIGHT LIVE," 7552 REMMET AVE CANOGA PARK, CA 91303",7552 Remmet Ave,CANOGA PARK,"Discussion, Open, Wheelchair Access"
1943,Saturday,7:00 pm,CONNIE BROWN MEMORIAL," 9604 S FIGUEROA ST LOS ANGELES SOUTH, CA 90003",9604 S Figueroa St,LOS ANGELES SOUTH,"Closed, Wheelchair Access"
1944,Saturday,7:30 pm,BOTTOM LINE," 1 SEA HAWK WAY REDONDO BEACH, CA 90277",1 Sea Hawk Way,REDONDO BEACH,"Open, Wheelchair Access"
1945,Saturday,7:30 pm,HOPEFUL TRUDGERS," 11507 STUDEBAKER RD NORWALK, CA 90650",11507 Studebaker Rd,NORWALK,Open
1946,Saturday,7:30 pm,COED FREESTYLE," 11530 W PICO BLVD WEST L A, CA 90064",11530 Pico Blvd,WEST L A,"Discussion, Open, Speaker"
1947,Saturday,7:30 pm,NEW HOPE BRENTWOOD," 12000 SAN VICENTE BLVD BRENTWOOD/BEL AIR, CA 90049",12000 San Vicente Blvd,BRENTWOOD/BEL AIR,Open
1948,Saturday,7:30 pm,SATURDAY NIGHT BEGINNERS," 12130 BIRCH AVE HAWTHORNE, CA 90250",12130 Birch Ave,HAWTHORNE,"Newcomer, Open, Wheelchair Access"
1949,Saturday,7:30 pm,MARINA CENTER PARTIPATION," 12720 WASHINGTON BLVD CULVER WEST, CA 90066",12720 Washington Blvd,CULVER WEST,"Discussion, Open, Wheelchair Access"
1950,Saturday,7:30 pm,," 12917 CERISE AVE HAWTHORNE, CA 90250",12917 Cerise Ave,HAWTHORNE,"Open, Women"
1951,Saturday,7:30 pm,PRIME TIME SAT NIGHT," 14401 DICKENS ST SHERMAN OAKS, CA 91423",14401 Dickens St,SHERMAN OAKS,"Open, Speaker"
1952,Saturday,7:30 pm,WHATEVER," 1458 26TH ST SANTA MONICA, CA 90404",1458 26th St,SANTA MONICA,Open
1953,Saturday,7:30 pm,SPEAKERS," 15215 E JANINE DRIVE WHITTIER, CA 90605",15215 Janine Dr,WHITTIER,"Open, Speaker, Wheelchair Access"
1954,Saturday,7:30 pm,EXTREME MAKEOVER," 15215 SUNSET BLVD PACIFIC PALISADES, CA 90272",15215 Sunset Blvd,PACIFIC PALISADES,Open
1955,Saturday,7:30 pm,POWERLESS IN PASADENA," 160 N EL MOLINO AVE PASADENA, CA 91101",160 N El Molino Ave,PASADENA,"Discussion, Open, Wheelchair Access"
1956,Saturday,7:30 pm,SANCTUARY SPEAKERS," 1701 LAUREL AVE MANHATTAN BEACH, CA 90266",1701 Laurel Ave,MANHATTAN BEACH,"Open, Wheelchair Access"
1957,Saturday,7:30 pm,QUALITY OF LIFE SPEAKER," 17620 SHERMAN WAY VAN NUYS, CA 91406",17620 Sherman Way,VAN NUYS,"Open, Speaker, Wheelchair Access"
1958,Saturday,7:30 pm,WAY OF LIFE," 2425 16TH ST SANTA MONICA, CA 90405",2425 16th St,SANTA MONICA,"Child-Friendly, Discussion, Open, Speaker, Wheelchair Access"
1959,Saturday,7:30 pm,WHEEL OF RECOVERY," 2667 N MOORPARK RD #105 THOUSAND OAKS, CA 91360",2667 N Moorpark Rd #105,THOUSAND OAKS,Open
1960,Saturday,7:30 pm,NO MATTER WHAT," 2900 SUNSET BLVD SILVERLAKE, CA 90026",2900 Sunset Blvd,SILVERLAKE,"Discussion, Open, Speaker"
1961,Saturday,7:30 pm,OXFORD CANDLELIGHT DISCUSION," 309 S OXFORD AVE KOREATOWN, CA 90020",309 S Oxford Ave,KOREATOWN,Open
1962,Saturday,7:30 pm,SPKR QUESTION & ANSWER," 3367 GLENDALE BLVD ATWATER, CA 90039",3367 Glendale Blvd,ATWATER,"Open, Speaker, Wheelchair Access"
1963,Saturday,7:30 pm,HOW IT WORKS," 3430 COGSWELL RD EL MONTE, CA 91732",3430 Cogswell Rd,EL MONTE,Open
1964,Saturday,7:30 pm,SAT NIGHT LIVE PARTICIPATION," 4011 DUNSMORE AVE LA CRESCENTA, CA 91214",4011 Dunsmore Ave,LA CRESCENTA,Open
1965,Saturday,7:30 pm,SAT NITE LIVE PARTICIPATION," 4427 OVERLAND AVE CULVER CITY, CA 90230",4427 Overland Ave,CULVER CITY,"Discussion, Open, Wheelchair Access"
1966,Saturday,7:30 pm,BEGINNERS SPKR/ PARTICIPATION," 5312 COMERCIO WAY WOODLAND HILLS, CA 91364",5312 Comercio Way,WOODLAND HILLS,Open
1967,Saturday,7:30 pm,HOPE ON THE HILL SPEAKERS," 5400 CREST DR RANCHO PALOS VERDES/ROLLING HILLS, CA 90275",5400 Ocean Crest Dr,RANCHO PALOS VERDES/ROLLING HILLS,"Open, Speaker, Wheelchair Access"
1968,Saturday,7:30 pm,COFFEE TALK," 626 N ROBERTSON BL WEST HOLLYWOOD, CA 90069",626 N Robertson Blvd,WEST HOLLYWOOD,"Discussion, LGBTQ, Open, Speaker, Wheelchair Access"
1969,Saturday,7:30 pm,GREAT FACTS," 8700 ALDEN DR WEST HOLLYWOOD, CA 90048",8700 Alden Dr,WEST HOLLYWOOD,"Open, Wheelchair Access"
1970,Saturday,7:30 pm,OLDER THAN DIRT," 9090 19TH ST RANCHO CUCAMONGA, CA 91701",9090 19th St,RANCHO CUCAMONGA,Open
1971,Saturday,8:00 pm,BETTER THAN I THINK," 11455 CHANDLER BLVD NORTH HOLLYWOOD, CA 91601",11455 Chandler Blvd,NORTH HOLLYWOOD,"Open, Speaker"
1972,Saturday,8:00 pm,NEW LEAF PARTICIPATION," 123 W WINDSOR RD GLENDALE, CA 91204",123 W Windsor Rd,GLENDALE,"Open, Wheelchair Access"
1973,Saturday,8:00 pm,929," 1233 E 4TH ST LONG BEACH, CA 90802",1233 W 4th St,LONG BEACH,"Discussion, Open, Wheelchair Access"
1974,Saturday,8:00 pm,Coffee House Meeting," 1234 PACIFIC AVE VENICE, CA 90291",1234 Pacific Ave,VENICE,"Discussion, Speaker, Wheelchair Access"
1975,Saturday,8:00 pm,OAKS FOLKS," 1250 ERBES RD THOUSAND OAKS, CA 91362",1250 Erbes Rd,THOUSAND OAKS,Open
1976,Saturday,8:00 pm,ROUND ROBIN CANDLELIGHT," 155 BIMINI PL LOS ANGELES CENTRAL, CA 90004",155 Bimini Pl,LOS ANGELES CENTRAL,Closed
1977,Saturday,8:00 pm,BEGINNERS CANDLELIGHT," 1655 BERKELEY AVE POMONA, CA 91768",1655 Berkeley Ave,POMONA,Open
1978,Saturday,8:00 pm,JELLY BEAN SPEAKER," 201 E BENNET AVE GLENDORA, CA 91741",201 E Bennett Ave,GLENDORA,Open
1979,Saturday,8:00 pm,BRUNSWICK TOPIC DISCUSION," 2930 HYPERION AVE SILVERLAKE, CA 90027",2930 Hyperion Ave,SILVERLAKE,"Closed, Discussion"
1980,Saturday,8:00 pm,OUTSIDE PANEL," 3217 WINONA AVE BURBANK, CA 91504",3217 Winona Ave,BURBANK,"Open, Speaker, Wheelchair Access"
1981,Saturday,8:00 pm,HAPPY HOUR PARTICIPATION," 335 MISSION RD GLENDALE, CA 90215",335 Mission Rd,GLENDALE,"Closed, Wheelchair Access"
1982,Saturday,8:00 pm,EVER WELCOME," 360 S WESTLAKE AVE KOREATOWN, CA 90057",360 S Westlake Ave,KOREATOWN,"Open, Wheelchair Access"
1983,Saturday,8:00 pm,GLASSELL PARK AS BILL SEES IT," 3708 N EAGLE ROCK BLVD EAGLE ROCK, CA 90065",3708 N Eagle Rock Blvd,EAGLE ROCK,Closed
1984,Saturday,8:00 pm,PRINCIPLES B4 PERSONALITIES," 4017 E 6TH ST LONG BEACH, CA 90814",4017 E 6th St,LONG BEACH,"Discussion, Open, Speaker, Wheelchair Access, Young People"
1985,Saturday,8:00 pm,SOLUTIONS IN SOBRIETY," 5000 COLFAX AVE NORTH HOLLYWOOD, CA 91601",5000 Colfax Ave,NORTH HOLLYWOOD,"LGBTQ, Open, Sign Language, Wheelchair Access"
1986,Saturday,8:00 pm,OPEN DOOR," 509 W AVE H-8 LANCASTER, CA 93534",509 W Ave H 8,LANCASTER,"Big Book, Discussion, Newcomer, Open, Speaker, Wheelchair Access, Young People"
1987,Saturday,8:00 pm,LIFE ON LIFE'S TERMS," 535 W ROSES RD SAN GABRIEL, CA 91775",535 W Roses Rd,SAN GABRIEL,Closed
1988,Saturday,8:00 pm,INTERCITY SPEAKERS," 5881 CHERRY AVE LONG BEACH, CA 90805",5881 Cherry Ave,LONG BEACH,Open
1989,Saturday,8:00 pm,SPEAKER," 5934 TEMPLE CITY BLVD TEMPLE CITY, CA 91780",5934 Temple City Blvd,TEMPLE CITY,"Open, Wheelchair Access"
1990,Saturday,8:00 pm,SATURDAY NIGHT SPECIAL," 621 N ROBERTSON BL WEST HOLLYWOOD, CA 90069",621 N Robertson Blvd,WEST HOLLYWOOD,Open
1991,Saturday,8:00 pm,TOPIC PARTICIPATION," 633 KENSINGTON RD SANTA MONICA, CA 90405",633 Kensington Rd,SANTA MONICA,"LGBTQ, Open, Wheelchair Access"
1992,Saturday,8:00 pm,WESTCHESTER SAT NIGHT SPEAKER," 6561 W 88TH ST WESTCHESTER, CA 90045",6561 W 88th St,WESTCHESTER,"Open, Speaker, Wheelchair Access"
1993,Saturday,8:00 pm,Saturday Night, 6955 Fernhill Dr.,6955 Fernhill Dr,MALIBU,"Child-Friendly, Speaker, Wheelchair Access"
1994,Saturday,8:00 pm,PARTICIPATION," 8021 E ROSECRANS AVE PARAMOUNT, CA 90723",8021 Rosecrans Ave,PARAMOUNT,"Open, Wheelchair Access"
1995,Saturday,8:00 pm,CANDLELIGHT DISCUSSION," 8728 CORBIN AVE NORTHRIDGE, CA 91324",8728 Corbin Ave,NORTHRIDGE,"Discussion, Open, Wheelchair Access"
1996,Saturday,8:00 pm,SATURDAY NIGHT LIVE," CORNER OF 7TH ST & ATLANTIC LONG BEACH, CA 90813",Atlantic Ave,LONG BEACH,"Open, Speaker"
1997,Saturday,8:30 pm,BEACHCOMBERS," 11166 OHIO AVE WEST L A, CA 90025",11166 Ohio Ave,WEST L A,"Open, Speaker, Wheelchair Access, Young People"
1998,Saturday,8:30 pm,PARTICIPATION," 12336 PENN ST WHITTIER, CA 90602",12336 Penn St,WHITTIER,"Open, Wheelchair Access"
1999,Saturday,8:30 pm,FIRE SIDE," 15911 E MAIN ST LA PUENTE, CA 91744",15911 Main St,LA PUENTE,"Open, Wheelchair Access"
2000,Saturday,8:30 pm,HOLLYWOOD SQUARES," 1733 N NEW HAMPSHIRE AVE LOS FELIZ, CA 90027",1733 N New Hampshire Ave,LOS FELIZ,"LGBTQ, Open, Speaker"
2001,Saturday,8:30 pm,SATURDAY NITE SPEAKER," 1773 GRIFFITH PARK BLVD SILVERLAKE, CA 90026",1773 Griffith Park Blvd,SILVERLAKE,"Discussion, Open, Speaker"
2002,Saturday,8:30 pm,THREE STEP STUDY DISCUSION," 1919 N BEACHWOOD DR HOLLYWOOD, CA 90068",1919 N Beachwood Dr,HOLLYWOOD,"LGBTQ, Open"
2003,Saturday,8:30 pm,RAFTERS SATURDAY NIGHT LIVE," 24307 RAILROAD AVE NEWHALL, CA 91321",24307 Railroad Ave,NEWHALL,Open
